NestID,Species,Date_found,Veg_spp,Veg_height,Nest_height,Fate,Fate_date,Fate_time,Female,Male,Def_Pairs,Lik_Pairs,Prev_Nest,Start_date
AMB1,,4/9/2014,,,,2,,,,,,,,
AMBA1,SESP,4/22/2014,,,,,,,,,,,,
AMBJ1,,4/16/2014,,,,,,,,,,,,
AMBJ2,SESP,4/22/2014,,,,,,,,,,,,
AMBS1,SESP,4/13/2014,,,,,,,,,,,,
AMBT1,,4/6/2015,SPARALTE,,,,,,,,,,,
CRD?1,SESP,5/21/2013,SPARALTE,1.1,0.5,2,,,,,,,,
CRD?10,SESP,6/10/2013,SPARALTE,0.9,0.5,2,,,,,,,,
CRD?11,SESP,6/10/2013,SPARALTE,1.25,0.8,2,,,,,,,,
CRD?12,SESP,6/12/2013,SPARALTE,1.05,0.55,2,,,,,,,,
CRD?13,SESP,6/18/2013,SPARALTE,1,0.5,2,,,,,,,,
CRD?14,SESP,6/18/2013,SPARALTE,0.95,0.55,2,,,,,,,,
CRD?15,SESP,6/27/2013,SPARALTE,1.2,0.85,2,,,,,,,,
CRD?16,SESP,6/27/2013,SPARALTE,1,0.5,2,,,,,,,,
CRD?2,SESP,5/21/2013,SPARALTE,1.2,0.6,2,,,,,,,,
CRD?3,SESP,5/21/2013,SPARALTE,0.85,0.45,2,,,,,,,,
CRD?4,SESP,6/2/2013,SPARALTE,0.8,0.35,2,,,,,,,,
CRD?5,SESP,6/2/2013,SPARALTE,1.1,0.6,2,,,,,,,,
CRD?6,SESP,6/2/2013,SPARALTE,1,0.7,2,,,,,,,,
CRD?7,SESP,6/10/2013,SPARALTE,1,0.55,2,,,,,,,,
CRD?8,SESP,6/10/2013,SPARALTE,1,0.35,2,,,,,,,,
CRD?9,SESP,6/10/2013,SPARALTE,0.8,0.5,2,,,,,,,,
CRD1,SESP,5/21/2013,SPARALTE,0.8,0.45,1,5/23/2013,22:00:00,,,,,,5/21/2013
CRD10,SESP,6/12/2013,SPARALTE,0.85,0.5,3,6/14/2013,4:00:00,,,,,,6/12/2013
CRD11,SESP,6/12/2013,SPARALTE,0.85,0.575,3,6/14/2013,15:00:00,,,,PC1,,6/12/2013
CRD12,SESP,6/14/2013,SPARALTE,1.15,0.6,1,6/21/2013,,,,,PC8,,6/14/2013
CRD13,SESP,6/14/2013,SPARALTE,1.15,0.85,3,6/27/2013,7:00:00,,,,PC6,,6/14/2013
CRD14,SESP,6/14/2013,SPARALTE,1.4,0.8,1,6/21/2013,19:00:00,,,,PC7,,6/14/2013
CRD15,SESP,6/18/2013,SPARALTE,1.15,0.6,1,6/21/2013,19:00:00,,,,PC3,,6/18/2013
CRD16,SESP,6/18/2013,SPARALTE,1.1,0.75,1,6/23/2013,21:00:00,,,,,,6/18/2013
CRD17,SESP,6/18/2013,SPARALTE,1.2,0.75,1,6/21/2013,8:00:00,,,,PC4,CRD6,6/19/2013
CRD18,SESP,6/20/2013,SPARALTE,0.95,0.7,2,,,,,,,,
CRD19,SESP,6/22/2013,SPARALTE,1.1,0.8,1,6/23/2013,,,,,PC2,,6/22/2013
CRD2,SESP,5/21/2013,SPARALTE,0.8,0.45,1,5/22/2013,,,,,PC2,,5/21/2013
CRD20,SESP,6/22/2013,SPARALTE,1.4,0.8,3,6/25/2013,23:00:00,,,,PC9,,6/22/2013
CRD21,SESP,6/22/2013,SPARALTE,1.25,0.55,5,6/21/2013,,,,,,,6/20/2013
CRD22,SESP,6/24/2013,SPARALTE,1.2,0.6,3,6/25/2013,,,,,PC5,,6/24/2013
CRD23,SESP,6/27/2013,SPARALTE,1.1,0.7,3,6/29/2013,20:00:00,,,,PC3,CRD15,6/27/2013
CRD24,SESP,6/27/2013,SPARALTE,1.15,0.7,3,7/5/2013,12:00:00,,,,PC8,,6/27/2013
CRD25,SESP,6/27/2013,SPARALTE,1.05,0.6,3,7/15/2013,7:00:00,,,,PC6,CRD13,6/30/2013
CRD26,SESP,6/27/2013,SPARALTE,1.2,0.75,3,7/2/2013,15:00:00,,,,PC7,CRD14,6/27/2013
CRD27,SESP,6/27/2013,SPARALTE,1.05,0.75,3,7/1/2013,17:00:00,,,,PC4,CRD17,6/30/2013
CRD28,SESP,7/1/2013,SPARALTE,1.1,0.65,3,7/9/2013,18:00:00,,,,PC5,,7/1/2013
CRD29,SESP,7/1/2013,SPARALTE,1.15,0.9,3,7/16/2013,11:00:00,,,,PC2,,7/1/2013
CRD3,SESP,5/21/2013,SPARALTE,0.7,0.4,1,5/23/2013,20:00:00,,,,PC1,,5/21/2013
CRD30,SESP,7/14/2013,SPARALTE,1.4,0.65,3,7/15/2013,3:00:00,,,,PC3,,7/14/2013
CRD31,SESP,7/14/2013,SPARALTE,1.15,0.65,3,7/15/2013,3:00:00,,,,PC4,,7/14/2013
CRD32,SESP,7/14/2013,SPARALTE,1.1,0.7,1,7/24/2013,23:00:00,,,,PC7,,7/14/2013
CRD33,SESP,7/14/2013,SPARALTE,0.9,0.45,3,7/16/2013,17:00:00,,,,PC9,,7/14/2013
CRD34,SESP,7/24/2013,SPARALTE,1.2,0.8,,,,,,,PC3,,7/24/2013
CRD4,SESP,6/2/2013,SPARALTE,1,0.6,1,6/6/2013,,,,,PC2,,6/2/2013
CRD5,SESP,6/2/2013,SPARALTE,1,0.55,1,6/6/2013,21:00:00,,,,PC3,,6/2/2013
CRD6,SESP,6/10/2013,SPARALTE,1.1,0.75,3,6/14/2013,18:00:00,,,,PC4,,6/11/2013
CRD7,SESP,6/10/2013,SPARALTE,1.25,0.7,3,6/16/2013,15:00:00,,,,PC5,,6/11/2013
CRD8,SESP,6/10/2013,SPARALTE,1.1,0.65,2,,,,,,,,
CRD9,SESP,6/10/2013,SPARALTE,1.1,0.55,1,6/21/2013,19:00:00,,,,,,6/10/2013
CRDA1,SESP,5/8/2014,SPARALTE,1.16,0.57,5,5/19/2014,11:00:00,,,,,,5/8/2014
CRDA2,SESP,5/8/2014,SPARALTE,1.5,0.93,3,5/8/2014,19:00:00,,,,,,5/8/2014
CRDA3,SESP,5/13/2014,SPARALTE,1.06,0.64,1,5/14/2014,21:00:00,,,,,,5/13/2014
CRDA4,SESP,5/29/2014,SPARALTE,1.26,0.83,3,5/30/2014,18:00:00,,,,2PC2,,5/29/2014
CRDA5,SESP,6/23/2014,SPARALTE,1.34,0.73,5,7/14/2014,13:00:00,,,,2PC2,CRDE12,6/23/2014
CRDA6,SESP,6/23/2014,SPARALTE,1.27,0.7,5,7/7/2014,4:00:00,,,,,,6/23/2014
CRDA7,SESP,7/4/2014,SPARALTE,1.31,0.8,5,7/19/2014,13:00:00,,,,,,7/4/2014
CRDE1,SESP,4/9/2014,SPARALTE,0.92,0.69,1,4/13/2014,7:00:00,,,,2PC3,,4/9/2014
CRDE10,SESP,5/21/2014,SPARALTE,1.07,0.7,5,5/28/2014,6:00:00,"BL,SI/BL,PU","BLUE,PI/WH,SI",2PC1,,,5/21/2014
CRDE11,SESP,5/21/2014,SPARALTE,1.05,0.69,5,6/9/2014,18:00:00,"BL,SI/OR,WH",,,,,5/21/2014
CRDE12,SESP,6/6/2014,SPARALE,1.04,0.65,1,6/17/2014,1:00:00,,,,2PC2,CRDA4,6/6/2014
CRDE13,SESP,6/6/2014,SPARALTE,0.85,0.55,3,6/8/2014,19:00:00,,,,,,6/6/2014
CRDE14,SESP,6/23/2014,SPARALTE,1.13,0.67,3,6/28/2014,19:00:00,,,,2PC3,,6/23/2014
CRDE15,SESP,6/23/2014,SPARALTE,0.95,0.57,5,7/11/2014,15:00:00,,,,2PC4,,6/23/2014
CRDE16,SESP,7/4/2014,SPARALTE,1.15,0.75,3,7/8/2014,5:00:00,,,,,,7/4/2014
CRDE17,SESP,7/8/2014,SPARALTE,1.2,0.89,3,7/9/2014,8:00:00,"BL,SI/BL,PU","BLUE,PI/WH,SI",2PC1,,,7/8/2014
CRDE18,SESP,7/8/2014,SPARALTE,0.95,0.63,1,7/10/2014,20:00:00,,,,,,7/8/2014
CRDE2,SESP,4/9/2014,SPARALTE,1.15,0.76,1,4/16/2014,22:00:00,,,,,,4/9/2014
CRDE3,SESP,4/9/2014,SPARALTE,1.2,0.75,3,4/18/2014,5:00:00,,,,,,4/9/2014
CRDE4,SESP,4/28/2014,SPARALTE,0.9,0.55,,,,,,,2PC1,,4/28/2014
CRDE5,SESP,4/28/2014,SPARALTE,1.3,0.89,1,4/29/2014,23:00:00,,,,2PC2,,4/28/2014
CRDE6,SESP,4/28/2014,SPARALTE,,,2,,,,,,,,
CRDE7,SESP,4/28/2014,SPARALTE,0.8,0.69,3,4/30/2014,,,,,2PC4,,4/28/2014
CRDE8,SESP,5/8/2014,SPARALTE,1.05,0.73,3,5/8/2014,23:00:00,,,,2PC4,CRDE7,5/8/2014
CRDE9,SESP,5/21/2014,SPARALTE,0.98,0.62,5,6/6/2014,12:00:00,,,,,,5/21/2014
CRDF1,SESP,7/5/2013,SPARALTE,1,0.5,3,,,,,,,,
CRDF10,SESP,7/5/2013,SPARALTE,1.45,0.85,3,,,,,,,,
CRDF2,SESP,7/5/2013,SPARALTE,1.2,0.75,3,,,,,,,,
CRDF3,SESP,7/5/2013,SPARALTE,1.1,0.7,3,,,,,,,,
CRDF4,SESP,7/5/2013,SPARALTE,1.05,0.75,,,,,,,,,
CRDF5,SESP,7/5/2013,SPARALTE,1.1,0.75,3,,,,,,,,
CRDF6,SESP,7/5/2013,SPARALTE,1.15,0.85,3,,,,,,,,
CRDF7,SESP,7/5/2013,SPARALTE,1.25,0.6,,,,,,,,,
CRDF8,SESP,7/5/2013,SPARALTE,1.4,0.8,3,,,,,,,,
CRDF9,SESP,7/5/2013,SPARALTE,1.25,0.55,,,,,,,,,
CRDT1,SESP,4/8/2015,SPARALTE,0.95,0.65,3,4/15/2015,17:00:00,"BL,SI/BL,PU","BLUE,PI/WH,SI",3PC1,,,4/11/2015
CRDT10,SESP,5/2/2015,SPARALTE,0.8,0.62,3,5/3/2015,,"BL,SI/BL,PU","BLUE,PI/WH,SI",3PC1,,,5/2/2015
CRDT11,SESP,5/2/2015,SPARALTE,0.65,0.45,3,5/3/2015,,,,,3PC3,,5/2/2015
CRDT12,SESP,5/2/2015,SPARALTE,,,2,,,,,,,,
CRDT13,SESP,5/2/2015,SPARALTE,1,0.75,2,,,,,,,,
CRDT14,SESP,5/2/2015,SPARALTE,0.9,0.61,3,5/9/2015,14:00:00,,,,,,5/2/2015
CRDT15,SESP,5/2/2015,SPARALTE,,,2,,,,,,,,
CRDT16,SESP,5/7/2015,SPARALTE,0.65,0.3,3,5/8/2015,,,,,,,5/7/2015
CRDT17,SESP,5/7/2015,SPARALTE,0.65,0.43,3,5/8/2015,,,,,3PC6,,5/7/2015
CRDT18,SESP,5/7/2015,SPARALTE,1.15,0.82,5,5/23/2015,6:00:00,,,,,,5/7/2015
CRDT19,SESP,5/7/2015,SPARALTE,0.75,0.57,3,5/10/2015,19:00:00,,"OR,BLUE/WH,SI",3PC7,,CRDT8,5/7/2015
CRDT2,SESP,4/8/2015,SPARALTE,0.8,0.57,3,4/9/2015,,,,,3PC3,,4/8/2015
CRDT20,SESP,5/20/2015,SPARALTE,1.05,0.81,3,5/23/2015,22:00:00,,,,,,5/20/2015
CRDT21,SESP,5/20/2015,SPARALTE,0.8,0.54,3,5/31/2015,18:00:00,"BL,SI/BL,PU","BLUE,PI/WH,SI",3PC1,,,5/20/2015
CRDT22,SESP,5/20/2015,SPARALTE,0.9,0.66,2,,,,,,,,
CRDT23,SESP,5/24/2015,SPARALTE,1.15,0.83,5,6/12/2015,13:00:00,,,,,,5/24/2015
CRDT24,SESP,6/8/2015,SPARALTE,1.2,0.79,3,6/11/2015,,"BL,SI/GR,BLUE",,3PC2,,,6/8/2015
CRDT25,SESP,6/8/2015,SPARALTE,1.15,0.83,3,6/14/2015,16:00:00,"BL,SI/WH,BL","RE,PI/WH,SI",3PC4,,,6/8/2015
CRDT26,SESP,6/8/2015,SPARALTE,0.75,0.42,2,,,,,,,,
CRDT27,SESP,6/8/2015,SPARALTE,0.9,0.64,3,6/11/2015,6:00:00,"BL,SI/YE,PI","OR,WH/WH,SI",3PC5,,,6/8/2015
CRDT28,SESP,6/8/2015,SPARALTE,1.25,0.89,3,6/9/2015,,,,,,,6/8/2015
CRDT29,SESP,6/8/2015,SPARALTE,0.75,0.49,3,6/16/2015,2:00:00,"BL,SI/YE,BL",,,,,6/8/2015
CRDT30,SESP,6/15/2015,SPARALTE,0.85,0.55,3,6/16/2015,,,"OR,BLUE/WH,SI",3PC7,,,6/15/2015
CRDT31,SESP,6/21/2015,SPARALTE,0.85,0.69,1,6/26/2015,16:00:00,"BL,SI/RE,PI","YE,GR/WH,SI",,,,6/21/2015
CRDT32,SESP,6/21/2015,SPARALTE,1.15,0.81,3,6/29/2015,16:00:00,"BL,SI/WH,BL","RE,PI/WH,SI",3PC4,,CRDT25,6/21/2015
CRDT33,SESP,6/21/2015,SPARALTE,1.15,0.72,3,6/25/2015,12:00:00,"BL,SI/BLUE,BLUE","PI,BL/SI,WH",,,,6/21/2015
CRDT34,SESP,6/21/2015,SPARALTE,0.55,0.37,3,6/25/2015,20:00:00,"BL,SI/WH,GR","OR,OR/WH,SI",,3PC6,,6/21/2015
CRDT35,SESP,6/21/2015,SPARALTE,0.75,0.44,3,6/25/2015,7:00:00,,,,,,6/21/2015
CRDT36,SESP,6/21/2015,SPARALTE,1,0.54,3,6/24/2015,3:00:00,,,,,,6/21/2015
CRDT37,SESP,6/28/2015,SPARALTE,0.9,0.59,3,7/6/2015,11:00:00,"BL,SI/GR,BLUE","OR,BL/WH,SI",3PC2,,,6/28/2015
CRDT38,SESP,6/28/2015,SPARALTE,1,0.71,3,7/3/2015,8:00:00,"BL,SI/YE,PI",,3PC5,,,6/28/2015
CRDT39,SESP,7/6/2015,SPARALTE,1,0.67,3,7/17/2015,23:00:00,"BL,SI/WH,BL","RE,PI/WH,SI",3PC4,,CRDT32,7/6/2015
CRDT4,SESP,4/15/2015,SPARALTE,0.62,0.45,1,4/16/2015,20:00:00,,,,,,4/15/2015
CRDT40,SESP,7/6/2015,SPARALTE,0.7,0.42,3,7/7/2015,,,,,3PC6,,7/6/2015
CRDT5,SESP,4/15/2015,SPARALTE,1,0.78,5,4/23/2015,11:00:00,,,,,,4/15/2015
CRDT6,SESP,4/15/2015,SPARALTE,0.57,0.5,3,4/16/2015,3:00:00,,,,,,4/15/2015
CRDT7,SESP,4/24/2015,SPARALTE,0.9,0.61,3,4/24/2015,16:00:00,,,,,,4/24/2015
CRDT8,SESP,4/24/2015,SPARALTE,0.65,0.46,3,4/30/2015,17:00:00,"BL,SI/BLUE,RE","OR,BLUE/WH,SI",3PC7,,,4/24/2015
CRDT9,SESP,4/24/2015,SPARALTE,0.85,0.54,3,4/27/2015,17:00:00,"BL,SI/GR,RE",,,,,4/24/2015
JEKA1,SESP,4/16/2014,SPARALTE,1.5,0.75,3,4/17/2014,,,,,2PJ8,,4/16/2014
JEKA10,SESP,7/4/2014,SPARALTE,1.29,0.79,5,7/18/2014,17:00:00,"BL,SI/OR,RE","BLUE,PU/WH,SI",2PJ3,,,7/4/2014
JEKA2,SESP,4/22/2014,SPARALTE,0.95,0.55,1,4/28/2014,20:00:00,,,,2PJ9,,4/22/2014
JEKA3,SESP,4/29/2014,SPARALTE,1.25,0.77,5,5/16/2014,7:00:00,"BL,SI/BL,OR","WH,GR/WH,SI",2PJ9,,,4/29/2014
JEKA4,SESP,4/29/2014,SPARALTE,1.2,0.88,5,5/17/2014,2:00:00,,,,,,4/29/2014
JEKA5,SESP,4/29/2014,SPARALTE,1.06,0.77,5,5/17/2014,7:00:00,,,,,,4/29/2014
JEKA6,SESP,5/20/2014,SPARALTE,0.95,0.66,5,6/3/2014,13:00:00,"BL,SI/OR,RE","BLUE,PU/WH,SI",2PJ3,,,5/20/2014
JEKA7,SESP,5/25/2014,SPARALTE,0.85,0.46,5,6/11/2014,10:00:00,"PI,PI/BL,SI",,2PJ1,,,5/25/2014
JEKA8,SESP,6/18/2014,SPARALTE,1.26,0.56,3,6/28/2014,12:00:00,,,,,,6/18/2014
JEKA9,SESP,6/24/2014,SPARALTE,1.4,0.85,3,7/6/2014,7:00:00,"BL,SI/PI,OR","BLUE,BLUE/WH,SI",2PJ7,,,6/24/2014
JEKE1,SESP,4/16/2014,SPARALTE,1.15,0.77,3,4/18/2014,5:00:00,,,,,,4/16/2014
JEKE10,SESP,5/12/2014,SPARALTE,0.95,0.59,5,5/16/2014,19:00:00,,,,2PJ8,,5/12/2014
JEKE11,SESP,5/12/2014,SPARALTE,1.05,0.65,5,5/18/2014,18:00:00,,,,,,5/12/2014
JEKE12,SESP,5/16/2014,SPARALTE,1.03,0.62,5,6/6/2014,8:00:00,"BL,SI/PI,BLUE","RE,RE/WH,SI",,,,5/16/2014
JEKE13,SESP,5/20/2014,SPARALTE,1.55,1.15,3,5/23/2014,,,,,2PJ1,,5/20/2014
JEKE14,SESP,5/20/2014,SPARALTE,0.85,0.56,3,5/26/2014,13:00:00,,,,2PJ2,,5/20/2014
JEKE15,SESP,5/25/2014,SPARALTE,0.8,0.66,5,6/11/2014,18:00:00,"BL,SI/OR,GR","GR,BLUE/WH,SI",2PJ5,,,5/25/2014
JEKE16,SESP,6/1/2014,SPARALTE,0.75,0.56,3,6/2/2014,,,,,2PJ6,,6/1/2014
JEKE17,SESP,5/25/2014,SPARALTE,,,2,,,,,,,,
JEKE18,SESP,6/1/2014,SPARALTE,0.82,0.51,5,6/6/2014,6:00:00,"BL,SI/PI,OR","BLUE,BLUE/WH,SI",2PJ7,,,6/1/2014
JEKE19,SESP,6/10/2014,,,,,,,,"WH,YE/WH,SI",,,,
JEKE2,SESP,4/16/2014,SPARALTE,1.2,0.7,3,4/19/2014,17:00:00,,,,2PJ4,,4/16/2014
JEKE20,SESP,6/10/2014,SPARALTE,1.2,0.82,5,6/29/2014,12:00:00,,,,2PJ6,,6/10/2014
JEKE21,SESP,6/18/2014,SPARALTE,1.45,1.02,3,6/19/2014,,,,,,,6/18/2014
JEKE22,SESP,6/24/2014,SPARALTE,0.95,0.57,5,7/4/2014,11:00:00,,,,,,6/24/2014
JEKE23,SESP,6/24/2014,SPARALTE,1.55,1.11,3,6/26/2014,4:00:00,,,,2PJ2,,6/24/2014
JEKE24,SESP,6/24/2014,SPARALTE,1.15,0.7,3,6/29/2014,20:00:00,,,,,,6/24/2014
JEKE25,SESP,7/9/2014,SPARALTE,1.05,0.8,1,7/11/2014,19:00:00,,,,,,7/9/2014
JEKE3,SESP,4/16/2014,SPARALTE,,,2,,,,,,,,
JEKE4,SESP,4/22/2014,SPARALTE,1.2,0.82,3,4/30/2014,9:00:00,,,,,,4/22/2014
JEKE5,SESP,4/22/2014,SPARALTE,1,0.82,1,4/29/2014,22:00:00,,,,,,4/25/2014
JEKE6,SESP,4/29/2014,SPARALTE,1.2,0.7,5,5/18/2014,14:00:00,,,,2PJ4,,4/29/2014
JEKE7,SESP,4/29/2014,SPARALTE,1.3,0.94,3,5/2/2014,12:00:00,,,,2PJ5,,4/29/2014
JEKE8,SESP,4/29/2014,SPARALTE,1.15,0.85,5,5/15/2014,20:00:00,,,,,,4/29/2014
JEKE9,SESP,5/5/2014,SPARALTE,0.95,0.67,5,5/25/2014,10:00:00,"BL,SI/PI,YE","RE,BLUE/WH,SI",,,,5/5/2014
JEKT1,SESP,4/6/2015,SPARALTE,0.9,0.48,3,4/10/2015,19:00:00,,,,3PJ1,,4/6/2015
JEKT10,SESP,4/16/2015,SPARALTE,0.9,0.64,2,,,,,,,,
JEKT11,SESP,4/16/2015,SPARALTE,1.2,0.92,3,4/20/2015,4:00:00,,,,,,4/16/2015
